time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-03-30T16:24:55.600Z,35.3824,-98.0973,11.535,2.5,ml,,38,,0.3,us,us1000dbgi,2018-04-01T01:50:09.106Z,"14km W of Union City, Oklahoma",earthquake,1.5,8,,,reviewed,tul,tul
2018-03-30T15:05:39.740Z,37.9803333,-122.0516667,14.89,2.79,md,121,26,0.02427,0.16,nc,nc72991830,2018-04-01T00:01:37.787Z,"2km E of Pacheco, CA",earthquake,0.17,0.27,0.171,93,reviewed,nc,nc
2018-03-29T05:52:21.644Z,41.8273,-119.6444,6.2,2.5,ml,7,145.06,0.663,,nn,nn00628167,2018-04-03T16:09:57.161Z,"70km SE of Lakeview, Oregon",earthquake,,,,,reviewed,nn,nn
2018-03-29T00:01:17.730Z,38.415,-111.6535,17.34,2.64,ml,22,72,0.3558,0.19,uu,uu60275507,2018-04-03T07:28:59.502Z,"1km NW of Loa, Utah",earthquake,0.43,1.08,0.146,16,reviewed,uu,uu
2018-03-27T22:54:41.190Z,40.5138333,-123.9008333,20.32,2.55,md,24,63,0.1066,0.11,nc,nc72990650,2018-03-30T05:01:18.844Z,"17km ESE of Hydesville, CA",earthquake,0.29,0.41,0.136,34,reviewed,nc,nc
2018-03-27T19:23:58.500Z,36.9185,-97.6468,5.274,2.6,ml,,49,,0.3,us,us1000d9rl,2018-04-02T17:58:28.554Z,"13km SSW of Caldwell, Kansas",earthquake,1.4,6.2,,,reviewed,tul,tul
2018-03-27T16:27:07.140Z,38.21,-121.8161667,22.86,2.61,md,47,155,0.05583,0.2,nc,nc72990716,2018-03-30T01:07:04.147Z,"12km WNW of Rio Vista, CA",earthquake,0.3,0.4,0.143,52,reviewed,nc,nc
2018-03-26T22:22:06.270Z,37.8363333,-121.9613333,8.68,2.74,md,130,65,0.009662,0.1,nc,nc72990340,2018-03-31T06:06:07.250Z,"0km WNW of Diablo, CA",earthquake,0.1,0.13,0.166,85,reviewed,nc,nc
2018-03-26T21:03:02.100Z,36.6555,-99.0188,5.656,2.5,ml,,155,,0.3,us,us1000d9lw,2018-04-12T04:31:00.827Z,"29km NE of Mooreland, Oklahoma",earthquake,1.8,2.2,,,reviewed,tul,tul
2018-03-26T17:14:58.700Z,36.0973,-99.0952,5,2.6,ml,,222,,0.85,us,us1000d96q,2018-03-28T16:49:49.040Z,"13km WNW of Taloga, Oklahoma",earthquake,2.5,6.6,,,reviewed,tul,tul
2018-03-26T06:52:31.660Z,36.004,-120.883,9.63,2.84,md,85,46,0.02143,0.09,nc,nc72990286,2018-03-30T00:23:02.907Z,"3km SE of San Ardo, CA",earthquake,0.14,0.36,0.135,95,reviewed,nc,nc
2018-03-26T02:08:30.400Z,36.4817,-97.7555,7.971,2.6,ml,,34,,0.3,us,us1000d90v,2018-03-30T04:47:15.072Z,"14km NE of Enid, Oklahoma",earthquake,0.9,4.8,,,reviewed,tul,tul
2018-03-26T01:54:33.200Z,36.4842,-97.7571,5.613,2.5,ml,,35,,0.21,us,us1000d90s,2018-03-30T04:50:57.262Z,"14km NE of Enid, Oklahoma",earthquake,1,3.4,,,reviewed,tul,tul
2018-03-25T18:59:33.780Z,38.8023333,-122.7773333,1.74,2.98,ml,80,26,0.01122,0.08,nc,nc72990036,2018-03-27T00:02:00.198Z,"3km NNW of The Geysers, CA",earthquake,0.12,0.18,0.189,31,reviewed,nc,nc
2018-03-25T00:51:49.050Z,36.4151667,-120.9865,6.62,2.98,md,88,59,0.02797,0.08,nc,nc72989766,2018-03-27T20:15:03.901Z,"19km SE of Pinnacles, CA",earthquake,0.13,0.3,0.168,104,reviewed,nc,nc
2018-03-24T22:14:48.730Z,41.1828333,-121.914,10.06,2.61,md,28,60,0.165,0.16,nc,nc72989721,2018-03-27T16:02:03.914Z,"18km N of Big Bend, CA",earthquake,0.33,1.48,0.138,28,reviewed,nc,nc
2018-03-24T21:29:50.170Z,33.2616667,-116.1065,3.78,2.68,ml,83,25,0.1027,0.21,ci,ci37899655,2018-03-26T21:08:37.460Z,"13km N of Ocotillo Wells, CA",earthquake,0.14,0.64,0.174,25,reviewed,ci,ci
2018-03-24T17:07:56.690Z,36.84,-97.7004,5.45,2.8,mb_lg,,39,0.128,0.22,us,us1000d8mm,2018-03-30T15:21:05.702Z,"4km NE of Medford, Oklahoma",earthquake,1.1,1.3,0.066,59,reviewed,us,us
2018-03-24T16:06:10.750Z,36.4818,-97.7419,4.35,2.6,mb_lg,,39,0.196,0.16,us,us1000d8ly,2018-03-24T16:34:16.040Z,"15km NE of Enid, Oklahoma",earthquake,0.8,3.9,0.08,41,reviewed,us,us
2018-03-24T13:30:56.500Z,36.9775,-97.5001667,5.39,3.02,ml,13,79,0.03959,0.05,ismpkansas,ismpkansas70243763,2018-03-26T19:36:13.420Z,"11km ESE of Caldwell, Kansas",earthquake,0.21,0.37,0.143,19,reviewed,ismp,ismp
2018-03-24T13:30:56.250Z,36.9846,-97.5051,6.25,2.9,mb_lg,,48,0.035,0.2,us,us1000d8l4,2018-03-26T19:24:48.480Z,"10km ESE of Caldwell, Kansas",earthquake,1.7,2.7,0.073,49,reviewed,us,us
2018-03-24T11:30:58.400Z,36.7015,-97.673,7.99,2.5,ml,,50,,0.98,us,us1000d8kb,2018-04-01T05:50:02.040Z,"12km SSE of Medford, Oklahoma",earthquake,1.1,6.5,,,reviewed,tul,tul
2018-03-24T11:11:00.100Z,36.6556,-99.0174,5.787,2.6,ml,,109,,0.68,us,us1000d8k5,2018-04-01T05:38:32.040Z,"29km NE of Mooreland, Oklahoma",earthquake,1.8,7.2,,,reviewed,tul,tul
2018-03-24T08:19:47.500Z,36.6963,-97.6853,8.475,3.3,ml,,49,,0.19,us,us1000d8j1,2018-04-06T12:11:22.868Z,"13km SSE of Medford, Oklahoma",earthquake,0.7,8.5,,,reviewed,tul,tul
2018-03-24T07:06:02.900Z,36.4849,-97.7577,7.368,3.1,ml,,35,,0.11,us,us1000d8il,2018-04-06T11:59:54.343Z,"14km NE of Enid, Oklahoma",earthquake,1.1,5.5,,,reviewed,tul,tul
2018-03-23T23:36:45.600Z,36.6573,-99.024,6.096,2.9,ml,,87,,0.29,us,us1000d8el,2018-04-02T02:45:58.854Z,"29km NNE of Mooreland, Oklahoma",earthquake,2.6,5.9,,,reviewed,tul,tul
2018-03-23T19:46:35.940Z,45.7838,-111.8722,5,2.7,ml,,122,0.252,0.62,us,us1000d89j,2018-04-02T16:25:47.636Z,"19km ESE of Whitehall, Montana",earthquake,1.8,2,0.06,36,reviewed,us,us
2018-03-23T08:49:25.840Z,35.3965,-117.825,7.67,3.06,ml,49,38,0.1299,0.14,ci,ci37899039,2018-04-04T12:36:42.040Z,"18km W of Johannesburg, CA",earthquake,0.13,0.71,0.213,163,reviewed,ci,ci
2018-03-23T08:04:48.230Z,46.8553,-112.6115,12.85,2.8,ml,,109,0.248,0.76,us,us1000d7zs,2018-04-04T11:31:01.694Z,"12km SSE of Lincoln, Montana",earthquake,3,8.4,0.071,26,reviewed,us,us
2018-03-23T04:15:58.720Z,40.4186667,-124.8333333,24.1,2.54,md,24,272,0.3827,0.29,nc,nc72988966,2018-03-24T00:52:04.557Z,"48km WNW of Petrolia, CA",earthquake,1.42,17.64,0.202,26,reviewed,nc,nc
2018-03-23T03:18:50.370Z,40.4503333,-124.4258333,23.57,2.85,md,19,236,0.07197,0.07,nc,nc72988941,2018-03-25T17:51:42.035Z,"18km NW of Petrolia, CA",earthquake,0.82,0.32,0.138,44,reviewed,nc,nc
2018-03-23T03:09:39.100Z,40.4278333,-124.5108333,25.19,4.66,mw,31,247,0.1406,0.15,nc,nc72988926,2018-03-28T10:41:33.118Z,"22km WNW of Petrolia, CA",earthquake,0.49,0.5,,4,reviewed,nc,nc
2018-03-23T01:43:09.750Z,35.8613,-96.6981,5,2.8,mb_lg,,52,0.094,0.38,us,us1000d7sv,2018-03-23T07:21:32.040Z,"13km NNW of Stroud, Oklahoma",earthquake,1.2,2,0.064,64,reviewed,us,us
2018-03-23T00:53:54.800Z,36.1219,-97.8148,4.816,2.9,ml,,22,,0.27,us,us1000d7sr,2018-03-31T04:22:17.040Z,"7km E of Hennessey, Oklahoma",earthquake,1.4,5.1,,,reviewed,tul,tul
2018-03-22T22:57:55.810Z,36.2328333,-117.5685,0.79,3.04,ml,36,40,0.04304,0.15,ci,ci37898863,2018-03-23T02:26:15.713Z,"40km E of Olancha, CA",earthquake,0.15,0.26,0.154,26,reviewed,ci,ci
2018-03-22T22:17:45.400Z,36.4889,-98.7298,8.112,2.5,ml,,80,,0.45,us,us1000d7qs,2018-04-02T02:48:20.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.8,8.1,,,reviewed,tul,tul
2018-03-22T21:40:15.920Z,38.4133333,-111.6561667,16.49,2.56,ml,17,72,0.3564,0.15,uu,uu60274967,2018-03-22T22:07:29.040Z,"1km NW of Loa, Utah",earthquake,0.36,1.16,0.076,10,reviewed,uu,uu
2018-03-22T19:27:36.340Z,36.006,-120.5655,4.34,2.6,md,68,56,0.02367,0.05,nc,nc72988781,2018-03-23T23:23:03.612Z,"17km NW of Parkfield, CA",earthquake,0.16,0.15,0.112,49,reviewed,nc,nc
2018-03-22T16:24:49.560Z,40.7513333,-124.3891667,24.52,4.42,mw,34,197,0.1522,0.11,nc,nc72988726,2018-04-04T23:28:29.156Z,"17km W of Humboldt Hill, CA",earthquake,0.47,0.6,,3,reviewed,nc,nc
2018-03-22T13:21:33.690Z,38.4205,-111.657,16.85,3.15,ml,23,72,0.3613,0.19,uu,uu60274927,2018-03-23T19:22:21.981Z,"2km NNW of Loa, Utah",earthquake,0.35,0.8,0.078,18,reviewed,uu,uu
2018-03-22T12:38:34.370Z,38.4168333,-111.6543333,14.99,2.63,ml,23,72,0.3574,0.18,uu,uu60274917,2018-03-22T14:40:16.240Z,"1km NNW of Loa, Utah",earthquake,0.4,0.97,0.122,12,reviewed,uu,uu
2018-03-22T03:57:35.540Z,40.2908333,-124.48,18.99,2.53,md,18,262,0.151,0.1,nc,nc72988541,2018-03-23T03:34:03.776Z,"17km WSW of Petrolia, CA",earthquake,0.68,0.38,0.17,18,reviewed,nc,nc
2018-03-22T00:27:44.650Z,38.4173333,-111.656,16.44,3.05,ml,29,72,0.3587,0.2,uu,uu60274867,2018-03-23T23:20:04.938Z,"2km WNW of Loa, Utah",earthquake,0.39,0.75,0.119,16,reviewed,uu,uu
2018-03-22T00:09:11.030Z,31.276,-103.5963,4.63,2.6,mb_lg,,66,0.25,0.52,us,us1000d7bq,2018-03-22T00:37:20.040Z,"19km SSW of Pecos, Texas",earthquake,3.7,1.8,0.124,19,reviewed,us,us
2018-03-21T21:11:31.290Z,36.858,-121.5875,5.97,2.79,md,70,31,0.003772,0.09,nc,nc72988386,2018-03-31T14:57:47.554Z,"5km WNW of San Juan Bautista, CA",earthquake,0.12,0.23,0.144,83,reviewed,nc,nc
2018-03-21T21:00:35.590Z,32.4128333,-115.2238333,6.38,2.82,ml,25,91,0.06897,0.32,ci,ci37898407,2018-03-27T21:11:53.195Z,"7km NNW of Delta, B.C., MX",earthquake,0.56,1.58,0.145,26,reviewed,ci,ci
2018-03-21T13:50:39.410Z,40.8148346,-124.5486679,18.06,2.64,md,10,229,0.5319,0.03,nc,nc72988191,2018-03-22T16:57:44.046Z,"31km W of Bayview, CA",earthquake,1.02,8.63,0.1,4,automatic,nc,nc
2018-03-21T04:59:13.250Z,44.753,-74.5946667,5,2.67,ml,18,52,0.1072,0.16,ld,ld60148906,2018-03-23T00:49:54.253Z,"25km WSW of Malone, New York",earthquake,0.25,31.61,0.163,14,reviewed,ld,ld
2018-03-20T23:24:56.500Z,36.4534,-98.7699,8.229,3.4,ml,,48,,0.65,us,us1000d6y7,2018-03-23T01:28:39.860Z,"33km NW of Fairview, Oklahoma",earthquake,1.7,6,,,reviewed,tul,tul
2018-03-20T14:50:31.300Z,48.1585,-122.7491667,21.72,2.61,ml,26,38,0.1521,0.2,uw,uw61356222,2018-03-21T03:17:19.215Z,"4km N of Port Townsend, Washington",earthquake,0.38,0.75,0.147,20,reviewed,uw,uw
2018-03-20T12:09:02.070Z,32.9091667,-115.5073333,9.55,2.93,ml,68,72,0.04555,0.32,ci,ci37897631,2018-03-22T12:08:05.860Z,"8km SSE of Brawley, CA",earthquake,0.23,0.55,0.281,21,reviewed,ci,ci
2018-03-20T07:06:23.400Z,36.1851,-96.7232,4.044,2.6,ml,,87,,0.47,us,us1000d6qg,2018-03-31T07:09:01.291Z,"8km NNW of Yale, Oklahoma",earthquake,1.4,5.6,,,reviewed,tul,tul
2018-03-20T06:55:43.430Z,38.7911667,-122.7595,2.58,2.72,md,77,43,0.01948,0.06,nc,nc72987581,2018-03-23T23:08:03.609Z,"2km N of The Geysers, CA",earthquake,0.11,0.18,0.178,70,reviewed,nc,nc
2018-03-19T23:56:10.690Z,31.0371,-114.233,10,4,mb,,146,0.53,0.93,us,us1000d76f,2018-03-31T03:38:25.040Z,"60km E of San Felipe, Mexico",earthquake,5.4,2,0.085,37,reviewed,us,us
2018-03-19T23:36:41.530Z,31.0899,-114.2695,10,4.8,mwr,,112,0.501,0.88,us,us1000d760,2018-04-02T02:57:51.909Z,"57km E of San Felipe, Mexico",earthquake,4.3,1.7,0.037,72,reviewed,us,us
2018-03-18T23:43:50.100Z,36.0228,-97.9159,4.788,2.5,ml,,22,,0.59,us,us1000d6a9,2018-03-27T04:43:04.892Z,"9km S of Hennessey, Oklahoma",earthquake,3.1,7.8,,,reviewed,tul,tul
2018-03-18T18:50:52.870Z,36.072,-97.3213,5.46,3,mb_lg,,28,0.2,0.44,us,us1000d67e,2018-03-22T02:45:12.523Z,"15km NNW of Langston, Oklahoma",earthquake,1.2,2.7,0.208,6,reviewed,us,us
2018-03-18T10:22:17.830Z,31.3203333,-116.0521667,13.66,2.86,ml,7,245,0.2401,0.11,ci,ci37896175,2018-03-19T19:03:04.174Z,"66km SE of Maneadero, B.C., MX",earthquake,0.68,1.29,0.142,87,reviewed,ci,ci
2018-03-18T02:17:12.930Z,38.0177,-97.9393,5,2.9,mb_lg,,73,0.72,0.58,us,us1000d5z2,2018-03-25T22:30:51.411Z,"1km S of South Hutchinson, Kansas",earthquake,2.3,1.9,0.053,94,reviewed,us,us
2018-03-17T22:35:37.820Z,47.5666667,-122.265,4.51,2.68,ml,51,41,0.0149,0.46,uw,uw61355627,2018-04-07T11:04:26.087Z,"4km W of Mercer Island, Washington",earthquake,0.58,0.97,0.178,33,reviewed,uw,uw
2018-03-17T22:19:04.180Z,33.2738333,-116.2575,5.29,2.82,ml,108,20,0.08098,0.19,ci,ci37895967,2018-03-19T23:18:10.110Z,"11km E of Borrego Springs, CA",earthquake,0.11,0.44,0.198,25,reviewed,ci,ci
2018-03-17T20:53:58.360Z,46.9105,-112.5413333,12.12,2.65,ml,16,115,0.183,0.13,mb,mb80286404,2018-03-18T14:55:44.810Z,"11km ESE of Lincoln, Montana",earthquake,0.45,0.68,0.251,11,reviewed,mb,mb
2018-03-17T20:31:48.870Z,38.7933333,-122.7518333,0.73,2.79,md,70,44,0.01553,0.06,nc,nc72985836,2018-03-23T01:49:02.378Z,"2km NNE of The Geysers, CA",earthquake,0.1,0.18,0.155,61,reviewed,nc,nc
2018-03-17T20:13:24.800Z,36.7179,-99.3877,1.462,2.8,ml,,103,,0.33,us,us1000d5rz,2018-03-25T04:21:12.040Z,"25km ESE of Buffalo, Oklahoma",earthquake,2.8,2.9,,,reviewed,tul,tul
2018-03-17T19:58:56.640Z,34.0393333,-117.264,17.01,2.57,ml,149,13,0.01561,0.17,ci,ci37895895,2018-03-23T20:16:49.638Z,"1km SSW of Loma Linda, CA",earthquake,0.11,0.22,0.17,22,reviewed,ci,ci
2018-03-17T19:14:31.500Z,31.4441667,-115.6891667,11.93,2.71,ml,7,120,0.09665,0.06,ci,ci37895863,2018-03-21T19:42:08.083Z,"88km ESE of Maneadero, B.C., MX",earthquake,0.92,1.36,0.103,28,reviewed,ci,ci
2018-03-17T17:45:35.550Z,37.661,-118.8431667,2.73,2.98,md,41,52,0.02372,0.06,nc,nc72985536,2018-03-23T02:52:02.717Z,"12km ENE of Mammoth Lakes, CA",earthquake,0.13,0.22,0.215,63,reviewed,nc,nc
2018-03-17T11:12:16.300Z,36.701,-97.6759,7.985,2.5,ml,,50,,0.13,us,us1000d5m5,2018-03-25T10:52:48.040Z,"12km SSE of Medford, Oklahoma",earthquake,1.2,2.5,,,reviewed,tul,tul
2018-03-17T08:01:59.970Z,39.3067,-99.1296,5,2.7,mb_lg,,47,0.682,0.82,us,us1000d5kz,2018-03-30T12:40:13.284Z,"16km ENE of Plainville, Kansas",earthquake,4.3,2,0.076,45,reviewed,us,us
2018-03-16T17:21:31.600Z,35.7649,-98.3085,29.38,2.6,mb_lg,,69,0.252,0.74,us,us1000d57m,2018-03-17T13:59:32.040Z,"12km SE of Watonga, Oklahoma",earthquake,1.7,7.9,0.228,7,reviewed,us,us
2018-03-16T11:31:09.060Z,36.9106,-99.3099,5,2.5,mb_lg,,37,0.585,0.92,us,us1000d561,2018-03-16T16:39:00.637Z,"29km ENE of Buffalo, Oklahoma",earthquake,4.3,2,0.088,34,reviewed,us,us
2018-03-16T10:59:41.600Z,36.7173,-99.3791,5,2.6,mb_lg,,61,0.454,0.45,us,us1000d55w,2018-03-16T11:13:18.040Z,"25km ESE of Buffalo, Oklahoma",earthquake,2.2,2,0.076,45,reviewed,us,us
2018-03-16T09:23:32.880Z,36.9745,-90.4113333,4.17,2.64,md,21,236,0.1962,0.13,nm,nm60220111,2018-03-19T17:03:29.683Z,"17km SSE of Greenville, Missouri",earthquake,0.54,7.03,0.069,12,reviewed,nm,nm
2018-03-16T04:15:54.990Z,37.1991667,-97.7736667,6.46,2.92,ml,17,99,0.04715,0.04,ismpkansas,ismpkansas70243338,2018-03-16T16:58:08.380Z,"23km ENE of Anthony, Kansas",earthquake,0.15,0.43,0.176,19,reviewed,ismp,ismp
2018-03-16T04:08:01.540Z,33.9563333,-116.3191667,8.31,3.09,ml,97,30,0.0761,0.15,ci,ci37894911,2018-03-21T21:14:31.776Z,"16km NNE of Thousand Palms, CA",earthquake,0.1,0.34,0.167,277,reviewed,ci,ci
2018-03-16T01:53:38.950Z,36.8546667,-121.579,5.68,2.64,md,48,45,0.01094,0.11,nc,nc72984391,2018-03-18T23:55:48.715Z,"4km WNW of San Juan Bautista, CA",earthquake,0.17,0.29,0.2,43,reviewed,nc,nc
2018-03-16T01:53:17.530Z,36.8568333,-121.588,5.87,2.59,ml,73,31,0.003414,0.09,nc,nc72984386,2018-03-17T06:41:02.833Z,"5km WNW of San Juan Bautista, CA",earthquake,0.14,0.21,0.196,18,reviewed,nc,nc
2018-03-15T17:47:03.070Z,31.1605,-103.2555,5,3,ml,,72,0.247,0.42,us,us1000d4us,2018-04-10T23:05:37.855Z,"36km SE of Pecos, Texas",earthquake,2.9,2,0.088,58,reviewed,us,us
2018-03-15T15:47:36.810Z,34.2963333,-116.9573333,4.67,2.65,ml,107,22,0.0455,0.14,ci,ci37894671,2018-03-15T23:18:00.090Z,"7km NW of Big Bear Lake, CA",earthquake,0.09,0.37,0.134,137,reviewed,ci,ci
2018-03-14T23:53:01.740Z,48.3246667,-122.6951667,16.18,2.64,ml,27,33,0.05453,0.28,uw,uw61354792,2018-03-27T05:15:16.080Z,"2km SW of Ault Field, Washington",earthquake,0.45,0.84,0.15,16,reviewed,uw,uw
2018-03-14T22:19:48.970Z,45.341,-66.235,2,2.9,mb_lg,,,,0.42,us,us1000d4kl,2018-04-05T05:54:51.018Z,"15km WNW of Saint John, Canada",earthquake,2.1,2.1,,,reviewed,ott,ott
2018-03-14T17:06:37.950Z,44.0064,-115.1353,5,2.6,ml,,55,0.685,0.75,us,us1000d4e8,2018-04-10T20:31:34.605Z,"59km ENE of Idaho City, Idaho",earthquake,1.6,2,0.056,42,reviewed,us,us
2018-03-14T17:01:59.510Z,44.2314,-114.6839,5.45,2.6,ml,,66,0.696,0.89,us,us1000d4c1,2018-04-10T17:56:33.040Z,"38km SW of Challis, Idaho",earthquake,4.1,1,0.053,47,reviewed,us,us
2018-03-14T16:54:58.750Z,36.9741667,-90.4148333,2.5,2.72,md,32,82,0.1957,0.16,nm,nm60219846,2018-03-19T17:04:39.558Z,"17km S of Greenville, Missouri",earthquake,0.35,12.7,0.064,16,reviewed,nm,nm
2018-03-14T15:41:23.970Z,40.3965,-124.3995,29.32,2.94,ml,21,237,0.09208,0.12,nc,nc72983731,2018-03-15T00:47:52.697Z,"12km NW of Petrolia, CA",earthquake,1.13,0.86,0.192,16,reviewed,nc,nc
2018-03-14T13:26:50.180Z,33.9525,-116.9876667,4.86,2.73,ml,116,27,0.02957,0.19,ci,ci37894087,2018-03-16T22:34:15.525Z,"3km NNW of Beaumont, CA",earthquake,0.12,0.31,0.147,220,reviewed,ci,ci
2018-03-14T12:27:53.950Z,35.9421667,-117.6541667,2.72,2.77,ml,35,33,0.006494,0.17,ci,ci37894071,2018-03-14T23:54:05.662Z,"23km E of Little Lake, CA",earthquake,0.15,0.26,0.125,128,reviewed,ci,ci
2018-03-13T15:33:29.700Z,36.454,-98.8256,5.87,2.6,ml,,51,,0.21,us,us1000d3u5,2018-03-22T19:55:11.040Z,"34km E of Mooreland, Oklahoma",earthquake,2.1,4.2,,,reviewed,tul,tul
2018-03-13T10:07:58.680Z,46.9055,-112.4509,15.57,3,ml,,123,0.128,0.95,us,us1000d3ts,2018-03-20T08:44:21.871Z,"18km ESE of Lincoln, Montana",earthquake,5.7,6.4,0.048,58,reviewed,us,us
2018-03-13T09:57:04.350Z,35.6031667,-117.402,6.01,2.64,ml,39,62,0.0518,0.15,ci,ci37893367,2018-03-14T15:35:38.810Z,"18km S of Trona, CA",earthquake,0.16,0.44,0.122,125,reviewed,ci,ci
2018-03-13T08:35:17.060Z,29.1718,-97.7226,5,2.6,mb_lg,,150,0.324,1.31,us,us1000d3r4,2018-03-25T10:24:41.040Z,"11km SSE of Nixon, Texas",earthquake,1.3,1.9,0.095,29,reviewed,us,us
2018-03-13T05:59:06.440Z,39.7496667,-120.2975,8.28,2.58,md,15,93,0.1026,0.08,nc,nc72983196,2018-03-14T16:24:02.136Z,"9km NNW of Loyalton, CA",earthquake,0.31,0.65,0.202,31,reviewed,nc,nc
